Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-09-29 00:00:00+02:00,16.732614517211914,16.732614517211914,13.470222473144531,13.545004844665527,27065,0.0,0.0
2010-09-30 00:00:00+02:00,13.545004844665527,14.00304889678955,13.367396354675293,13.460874557495117,49102,0.0,0.0
2010-10-01 00:00:00+02:00,13.442178726196289,13.554352760314941,13.414134979248047,13.451526641845703,4599,0.0,0.0
2010-10-04 00:00:00+02:00,13.414134979248047,13.414134979248047,13.376744270324707,13.414134979248047,1711,0.0,0.0
2010-10-05 00:00:00+02:00,13.451526641845703,13.451526641845703,13.367396354675293,13.432830810546875,1218,0.0,0.0
2010-10-06 00:00:00+02:00,13.442178726196289,13.554352760314941,13.367396354675293,13.460874557495117,1842,0.0,0.0
2010-10-07 00:00:00+02:00,13.507614135742188,13.507614135742188,13.442178726196289,13.460874557495117,834,0.0,0.0
2010-10-08 00:00:00+02:00,13.647830963134766,13.647830963134766,13.629136085510254,13.629136085510254,418,0.0,0.0
2010-10-11 00:00:00+02:00,13.61978816986084,13.61978816986084,13.507614135742188,13.554352760314941,6417,0.0,0.0
2010-10-12 00:00:00+02:00,13.554352760314941,13.554352760314941,13.554352760314941,13.554352760314941,0,0.0,0.0
2010-10-13 00:00:00+02:00,13.554352760314941,13.554352760314941,13.554352760314941,13.554352760314941,0,0.0,0.0
2010-10-14 00:00:00+02:00,13.5263090133667,13.5263090133667,13.376744270324707,13.376744270324707,441,0.0,0.0
2010-10-15 00:00:00+02:00,13.376744270324707,13.376744270324707,13.376744270324707,13.376744270324707,4463,0.0,0.0
2010-10-18 00:00:00+02:00,13.367396354675293,13.367396354675293,13.199134826660156,13.367396354675293,1419,0.0,0.0
2010-10-19 00:00:00+02:00,13.367396354675293,13.414134979248047,13.367396354675293,13.414134979248047,22924,0.0,0.0
2010-10-20 00:00:00+02:00,13.414134979248047,13.414134979248047,13.367396354675293,13.367396354675293,1223,0.0,0.0
2010-10-21 00:00:00+02:00,13.367396354675293,13.414134979248047,13.367396354675293,13.414134979248047,8012,0.0,0.0
2010-10-22 00:00:00+02:00,13.460874557495117,13.460874557495117,13.460874557495117,13.460874557495117,32,0.0,0.0
2010-10-25 00:00:00+02:00,13.414134979248047,13.414134979248047,13.367396354675293,13.367396354675293,278,0.0,0.0
2010-10-26 00:00:00+02:00,13.414134979248047,13.451526641845703,13.414134979248047,13.414134979248047,465,0.0,0.0
2010-10-27 00:00:00+02:00,13.460874557495117,13.975005149841309,13.451526641845703,13.975005149841309,51256,0.0,0.0
2010-10-28 00:00:00+02:00,14.161961555480957,15.050005912780762,14.161961555480957,14.629352569580078,49646,0.0,0.0
2010-10-29 00:00:00+02:00,14.601309776306152,14.806962013244629,14.517178535461426,14.806962013244629,23881,0.0,0.0
2010-11-01 00:00:00+01:00,14.806962013244629,14.806962013244629,14.806962013244629,14.806962013244629,0,0.0,0.0
2010-11-02 00:00:00+01:00,14.909788131713867,15.564135551452637,14.909788131713867,15.395874977111816,49636,0.0,0.0
2010-11-03 00:00:00+01:00,15.779135704040527,15.779135704040527,15.199570655822754,15.40522289276123,43435,0.0,0.0
2010-11-04 00:00:00+01:00,15.423918724060059,15.564135551452637,15.050005912780762,15.377180099487305,22747,0.0,0.0
2010-11-05 00:00:00+01:00,15.423918724060059,15.423918724060059,14.638701438903809,14.909788131713867,16570,0.0,0.0
2010-11-08 00:00:00+01:00,15.33044147491455,15.33044147491455,14.442397117614746,14.461091995239258,27465,0.0,0.0
2010-11-09 00:00:00+01:00,14.442397117614746,14.909788131713867,14.021743774414062,14.638701438903809,27788,0.0,0.0
2010-11-10 00:00:00+01:00,14.685440063476562,14.722831726074219,14.4891357421875,14.554571151733398,16377,0.0,0.0
2010-11-11 00:00:00+01:00,14.554571151733398,14.554571151733398,14.554571151733398,14.554571151733398,0,0.0,0.0
2010-11-12 00:00:00+01:00,14.4891357421875,14.554571151733398,14.395657539367676,14.554571151733398,12360,0.0,0.0
2010-11-15 00:00:00+01:00,14.769571304321289,14.769571304321289,14.638701438903809,14.638701438903809,6178,0.0,0.0
2010-11-16 00:00:00+01:00,14.797614097595215,14.797614097595215,14.601309776306152,14.638701438903809,24141,0.0,0.0
2010-11-17 00:00:00+01:00,14.657397270202637,14.657397270202637,14.582613945007324,14.610657691955566,5966,0.0,0.0
2010-11-18 00:00:00+01:00,14.676093101501465,14.956526756286621,14.62000560760498,14.956526756286621,10545,0.0,0.0
2010-11-19 00:00:00+01:00,14.956526756286621,14.956526756286621,14.722831726074219,14.732178688049316,7524,0.0,0.0
2010-11-22 00:00:00+01:00,14.732178688049316,14.956526756286621,14.676093101501465,14.853700637817383,2296,0.0,0.0
2010-11-23 00:00:00+01:00,14.676093101501465,14.722831726074219,14.629352569580078,14.629352569580078,4494,0.0,0.0
2010-11-24 00:00:00+01:00,14.591961860656738,14.806962013244629,14.591961860656738,14.806962013244629,7688,0.0,0.0
