Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-09-06 00:00:00+02:00,6.703633962095007,7.148074011098499,6.666597088773678,7.036962985992432,57391,0.0,0.0
2005-09-07 00:00:00+02:00,7.111036732635092,7.185110479277751,6.925853581454676,7.036962985992432,31154,0.0,0.0
2005-09-08 00:00:00+02:00,6.925853156010041,6.9628896219142,6.851780224201725,6.888815879821777,18397,0.0,0.0
2005-09-09 00:00:00+02:00,6.851779460906982,6.925852384463505,6.814742999128721,6.851779460906982,38395,0.0,0.0
2005-09-12 00:00:00+02:00,6.888815554051363,7.0369622209462825,6.888815554051363,6.999926567077637,49909,0.0,0.0
2005-09-13 00:00:00+02:00,7.036962603659651,7.036962603659651,6.925853205158699,6.962889671325684,22945,0.0,0.0
2005-09-14 00:00:00+02:00,6.962889671325684,6.962889671325684,6.888815928707603,6.962889671325684,71414,0.0,0.0
2005-09-15 00:00:00+02:00,6.962889671325684,6.962889671325684,6.925853205158699,6.962889671325684,45342,0.0,0.0
2005-09-16 00:00:00+02:00,6.999926947776779,6.999926947776779,6.925853205158699,6.962889671325684,28065,0.0,0.0
2005-09-19 00:00:00+02:00,6.999926995534342,7.036962651669894,6.925853252410889,6.925853252410889,45150,0.0,0.0
2005-09-20 00:00:00+02:00,6.962889671325684,6.999926947776779,6.925853205158699,6.962889671325684,68624,0.0,0.0
2005-09-21 00:00:00+02:00,6.925852912637467,6.925852912637467,6.7777062439425615,6.814743518829346,75489,0.0,0.0
2005-09-22 00:00:00+02:00,6.851779460117526,6.851779460117526,6.6295590689055315,6.666595935821533,63286,0.0,0.0
2005-09-23 00:00:00+02:00,6.629559922554502,6.888815998639336,6.629559922554502,6.7406697273254395,298307,0.0,0.0
2005-09-26 00:00:00+02:00,6.814743806657747,6.962889671325684,6.740669658897612,6.962889671325684,59368,0.0,0.0
2005-09-27 00:00:00+02:00,6.9628896219142,7.036962553722517,6.851780224201725,6.888815879821777,98711,0.0,0.0
2005-09-28 00:00:00+02:00,6.888815998639336,6.888815998639336,6.7406697273254395,6.7406697273254395,69679,0.0,0.0
2005-09-29 00:00:00+02:00,6.814742998343532,6.814742998343532,6.666595935821533,6.666595935821533,145260,0.0,0.0
2005-09-30 00:00:00+02:00,6.7777057262855225,6.7777057262855225,6.666595935821533,6.666595935821533,55163,0.0,0.0
2005-10-03 00:00:00+02:00,6.666595935821533,6.740668859369521,6.6295590689055315,6.666595935821533,52035,0.0,0.0
2005-10-04 00:00:00+02:00,6.666595877501627,6.666595877501627,6.555486493151639,6.592522144317627,44839,0.0,0.0
2005-10-05 00:00:00+02:00,6.592522647487922,6.629559516906738,6.518450124076393,6.629559516906738,30748,0.0,0.0
2005-10-06 00:00:00+02:00,6.6295590109096265,6.6295590109096265,6.518449626559638,6.592522144317627,54916,0.0,0.0
2005-10-07 00:00:00+02:00,6.518449626559638,6.592522144317627,6.518449626559638,6.592522144317627,22479,0.0,0.0
2005-10-10 00:00:00+02:00,6.555486493151639,6.6295590109096265,6.518449626559638,6.592522144317627,20428,0.0,0.0
2005-10-11 00:00:00+02:00,6.6295596811610595,6.6295596811610595,6.518450285577862,6.555487155914307,23963,0.0,0.0
2005-10-12 00:00:00+02:00,6.555487155914307,6.592522810824616,6.518450285577862,6.555487155914307,18975,0.0,0.0
2005-10-13 00:00:00+02:00,6.518450285577862,6.555487155914307,6.3703036145161755,6.555487155914307,57473,0.0,0.0
2005-10-14 00:00:00+02:00,6.444376494364421,6.629559629168193,6.407339624318441,6.4814133644104,49298,0.0,0.0
