,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Rok,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aktywa trwałe,109728,72484,74158,88566,150428,191006,188048,180651,172608,178151,170687,165930,164209,159074
Aktywa obrotowe,69885,72767,75027,92069,68485,67483,60924,54617,79098,68096,84183,81312,116097,125849
Kapitał własny akcjonariuszy jednostki dominującej,21651,17725,17201,47878,59698,87881,86155,82383,72313,59138,57595,66113,57431,57869
Udziały niekontrolujące,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zobowiązania długoterminowe,106048,73273,64794,58532,52599,54262,8028,59855,42282,47568,84055,91233,100348,98001
Zobowiązania krótkoterminowe,51914,54253,67190,74225,106616,116346,154789,93030,137111,139541,113220,89896,122527,129053
