,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aktywa trwałe,27143,13297,45213,42153,28706,39809,36017,202292,204631,204425,200340,224434,228253,237449,242242,248504,240631,232547,241122,250070
Aktywa obrotowe,19009,28679,23641,31537,34535,22810,24861,99957,101936,117401,150811,132976,132658,144116,154633,175412,178266,199781,183274,310231
Kapitał własny akcjonariuszy jednostki dominującej,28193,30771,57536,63367,55410,56702,47358,191539,199456,205271,197155,196147,208912,210679,216264,238732,270355,294170,315767,361998
Udziały niekontrolujące,-888,6,0,0,0,0,0,0,0,0,2840,2607,1849,1227,1499,1172,982,898,1145,940
Zobowiązania długoterminowe,72,0,0,50,191,1315,3636,33104,24883,40846,47540,46939,42161,41385,50128,51472,45258,41811,38948,38470
Zobowiązania krótkoterminowe,16772,9141,7422,7798,5360,3133,9884,77606,82228,75709,103616,111717,107989,128274,128984,132540,102302,95449,68536,158893
