,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aktywa trwałe,12947815,20885532,27660798,26736337,29280856,29655024,30430874,28599141,26810637,26907000,24971000,27362000,30321000,31740000,33867000,39277000,59212000,68706000,153117000,170795000
Aktywa obrotowe,7921660,12518779,17758286,19366488,17694894,19433046,20718918,30132337,25820143,24445000,21754000,20775000,25238000,28924000,30164000,31925000,24615000,38048000,119210000,93383000
Kapitał własny akcjonariuszy jednostki dominującej,13191608,16671837,18850940,19935335,17813091,19037903,21627938,24533773,26479187,25948000,18771000,22173000,26764000,32197000,35634000,38596000,41596000,51707000,135948000,152082000
Udziały niekontrolujące,439706,2641152,2731623,2637425,2718556,2669308,2612015,2264910,1827646,1603000,1615000,2071000,2522000,3014000,12000,11000,783000,871000,1011000,1098000
Zobowiązania długoterminowe,3237711,5553853,8958143,11091402,4634178,13223343,10667861,12120002,9196658,7846000,12305000,10227000,9652000,9071000,11487000,14315000,18524000,23883000,41531000,41616000
Zobowiązania krótkoterminowe,4000450,8537469,14878378,12438663,21809925,14157516,16241978,19812793,15127289,15955000,14034000,13666000,16621000,16382000,16898000,18280000,22924000,30293000,93837000,69382000
