,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Rok,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aktywa trwałe,3671,4399,7104,9104,17223,27791,28112,26496,25371,25786,29294,31623,31982,39834,46726,46771,45979,49514
Aktywa obrotowe,16387,19411,21648,24902,33128,34128,37688,35538,42681,46632,56538,59062,65196,65044,75909,115422,152698,128293
Kapitał własny akcjonariuszy jednostki dominującej,5447,19428,23442,29144,37424,39719,40320,44803,48752,50317,54379,65725,76798,81628,83078,95593,110792,122293
Udziały niekontrolujące,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zobowiązania długoterminowe,583,458,262,638,6608,13059,11789,9889,8256,6686,7989,9087,6275,4753,6454,6089,5425,5534
Zobowiązania krótkoterminowe,13932,3706,4495,3780,5460,8893,12999,7025,10627,14796,22942,14908,13463,18028,32248,59125,80405,44923
