,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Rok,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aktywa trwałe,129022,160403,176050,255854,395689,525513,284045,354033,300742,306386,290136,690604,613596,956394,728652,707981
Aktywa obrotowe,65927,86156,83131,218187,362154,564437,360565,327205,363536,320576,455059,442660,439086,724036,708531,520541
Kapitał własny akcjonariuszy jednostki dominującej,85030,125222,188543,365730,390407,458544,94793,236364,274200,360485,452078,504608,519550,777575,664280,560619
Udziały niekontrolujące,11829,11578,10653,6725,6382,5069,863,-2208,-2307,1702,1605,1219,714,-2456,-2623,-3054
Zobowiązania długoterminowe,31922,33725,35563,58742,149063,154010,247472,173611,241075,107652,70743,355620,337429,648930,512739,403432
Zobowiązania krótkoterminowe,66167,76035,24421,42844,211991,472327,301482,273471,151312,157122,220770,271817,194990,256381,262787,267525
