,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aktywa trwałe,142349,136691,88791,87767,81319,83523,77220,84222,82298,80463,94467,102971,138339,155419,173688,200342,181307,172744,171231,180779
Aktywa obrotowe,70895,66659,130415,83863,68005,56228,49214,72385,77140,74119,93617,117917,133827,148468,160237,163280,183531,180745,204783,197714
Kapitał własny akcjonariuszy jednostki dominującej,106937,113736,121356,88847,89621,80179,81690,90362,92343,92942,103867,109136,128199,141282,165399,178773,173769,171983,183219,177312
Udziały niekontrolujące,1803,1823,1854,2067,2014,2016,1835,1062,1107,1080,657,718,920,4265,1077,1768,1653,3070,3315,2984
Zobowiązania długoterminowe,38550,28756,31981,21409,18173,18389,15629,17322,15883,14252,13342,23417,42696,48684,50293,54664,39373,36728,35526,39996
Zobowiązania krótkoterminowe,65954,59035,64015,59307,39516,39167,27280,47861,50105,46308,70218,87617,100351,109656,117156,128417,150043,141708,153954,158201
