,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aktywa trwałe,30220,32096,162792,253464,506565,465302,454420,443671,432795,421778,420243,424606,428464,425471,593249,847036,889789,867808,848122,871428
Aktywa obrotowe,51705,62300,184260,230149,295604,185708,188570,199234,207740,204154,225088,272720,323044,354019,520102,584278,568206,626584,663534,658363
Kapitał własny akcjonariuszy jednostki dominującej,51133,65373,256869,321595,238283,297106,301027,303217,333230,410191,430624,458530,494387,542491,805097,863286,815116,889664,942765,997602
Udziały niekontrolujące,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zobowiązania długoterminowe,1660,966,33577,32267,44721,224121,196121,186777,162468,120428,109562,101087,95123,85304,76788,243356,307227,272165,224309,185731
Zobowiązania krótkoterminowe,29132,28057,56606,129751,519165,129783,145842,152911,144837,95313,105145,137709,161998,151695,231466,324672,335652,332563,344582,346458
