,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aktywa trwałe,7629,6850,16694,44536,46586,44246,42819,31217,20454,19795,19853,26343,28342,32115,24115,36141,40977,37437,42349,34170
Aktywa obrotowe,17917,17219,19557,60880,72772,69865,77260,83337,61184,61328,61010,55326,55991,54220,63178,57309,58037,56123,56609,48632
Kapitał własny akcjonariuszy jednostki dominującej,20303,15851,28135,42770,57281,59446,64189,57898,54032,58206,60525,60754,59169,53506,52157,47059,49984,44698,43675,33980
Udziały niekontrolujące,0,0,0,6605,8690,1973,1645,1540,1154,1050,1031,1272,1636,1699,1631,1571,1581,408,438,359
Zobowiązania długoterminowe,0,0,4663,17005,21825,13490,11670,8586,4158,7860,5526,7595,6498,6302,6483,16261,15035,11571,12317,9054
Zobowiązania krótkoterminowe,3520,6229,3453,39036,31562,39202,42575,46530,22294,14007,13781,12048,17030,24828,27022,28559,32414,36883,42528,39409
