,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aktywa trwałe,24325,35569,35073,60498,64351,66452,63949,55701,31191,31162,33463,26465,25741,25122,26229,23721,23386,22908,22082,23592
Aktywa obrotowe,13267,15830,18224,23698,67058,54490,52683,55567,42462,39810,40485,37287,33748,28189,26839,28539,43414,46663,47275,51116
Kapitał własny akcjonariuszy jednostki dominującej,27327,37843,38862,58835,92634,83054,81880,74934,49976,49060,47584,38334,34942,44131,44334,40877,49234,53572,53748,59447
Udziały niekontrolujące,0,0,0,0,0,7188,7810,7084,4306,2733,2699,1606,1314,0,0,0,0,0,0,0
Zobowiązania długoterminowe,969,632,0,1359,9872,8452,7285,5468,1751,1454,2325,6105,6142,1663,1841,4218,5710,5253,4376,4820
Zobowiązania krótkoterminowe,5240,8864,9570,13692,28903,22248,19657,23782,17620,17725,21340,17707,17091,7517,6893,7165,11856,10746,11233,10441
