,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Rok,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aktywa trwałe,19219,29664,28897,28025,26718,30676,40148,42538,79835,172875,120241,109395,108265,69076
Aktywa obrotowe,47519,58087,58907,50805,84282,91866,93523,113200,107748,184514,139499,159331,206494,143396
Kapitał własny akcjonariuszy jednostki dominującej,25221,23324,25749,28980,54466,63284,73008,79084,94891,102542,60901,79085,86930,83082
Udziały niekontrolujące,0,0,0,0,0,0,0,0,0,5880,-616,100,-123,0
Zobowiązania długoterminowe,15573,26845,24758,14563,14382,15748,16800,16929,26964,94419,59026,41936,23349,7610
Zobowiązania krótkoterminowe,25614,36433,34272,35287,42152,43510,43863,59725,65728,154548,140429,147605,204603,121780
