,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Rok,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aktywa trwałe,20687,69723,84537,86917,90620,95359,92789,88895,88313,87307,90606,91110,101492,126942,133058,132764,144181,135644
Aktywa obrotowe,8075,26151,29808,31046,41586,46798,35548,35002,38266,39693,37780,46098,44300,46685,47479,72280,95151,102444
Kapitał własny akcjonariuszy jednostki dominującej,18792,61850,59044,61242,64516,59407,60665,63401,67460,70896,72816,76020,78829,79988,85203,101654,122914,149276
Udziały niekontrolujące,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zobowiązania długoterminowe,1559,9526,7307,30012,27303,31127,12480,25577,23376,25501,23129,20523,21686,39351,42439,49395,41745,35435
Zobowiązania krótkoterminowe,8411,24498,47994,26709,40387,51623,55192,34919,35743,30603,32441,40665,45277,54288,52895,53995,74673,53377
