,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przepływy pieniężne z działalności operacyjnej,11656,10484,-15356,-924,-22123,28825,31626,3886,-1242,20256,18846,25705,6002,20532,53504,108615,143207,191524,174960,210460
Przepływy pieniężne z działalności inwestycyjnej,-3026,-4705,4620,-19065,-305088,-15658,-7274,276,9554,-9339,-12308,-12640,-17994,-15268,-18645,-16806,-16143,-16543,-24537,-36291
Przepływy pieniężne z działalności finansowej,-13634,-4234,80311,3222,289899,-19368,162,-16154,-5770,-7200,-11557,-10700,13242,-4987,-17756,-100052,-103505,-109253,-169096,-191932
Przepływy pieniężne razem,-5004,1545,69575,-16767,-37312,-6201,24514,-11992,2542,3717,-5019,2365,1250,277,17103,-8243,23559,65728,-18673,-17763
