,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przepływy pieniężne z działalności operacyjnej,3636845,3663889,3693189,1965066,3616760,5161793,6110199,761106,3089185,5671000,3187000,5354000,9331000,8050000,4979000,9319000,7247000,13296000,30951000,41914000
Przepływy pieniężne z działalności inwestycyjnej,-2700144,-2503176,-6746198,-2845108,-4384957,-2539997,-2920060,1497021,-2874856,-2479000,-4020000,-4096000,-4436000,-3925000,-3797000,-3994000,-8496000,-9739000,1517000,-36409000
Przepływy pieniężne z działalności finansowej,-837677,-764433,4277568,27039,612573,-1021584,-3297740,332376,-3411473,-2509000,2083000,-2866000,-2210000,-2832000,-3237000,-3363000,-3711000,-2006000,-14569000,-12057000
Przepływy pieniężne razem,99024,396280,1224559,-853003,-155624,1600212,-107601,2590503,-3197144,683000,1250000,-1608000,2685000,1293000,-2055000,1962000,-4960000,1551000,17899000,-6552000
