,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przepływy pieniężne z działalności operacyjnej,11962,5158,13790,7231,-6720,2808,1074,6939,3179,9151,14506,7388,23722,5573,20613,20331,25217,29388,15846,121783
Przepływy pieniężne z działalności inwestycyjnej,-1720,8338,-15934,338,5478,-3005,-1287,-24463,-2908,118,-10386,5949,-7441,-17392,-20902,-1048,-7065,-8371,-18852,-14940
Przepływy pieniężne z działalności finansowej,-1144,-13092,2950,-43,-1408,-4878,-464,14075,-4584,-6261,-5856,-12993,-18833,11823,6016,-18080,-15786,-24899,5100,-20223
Przepływy pieniężne razem,9098,404,806,7526,-2650,-5075,-677,-3449,-4313,3008,-1736,344,-2552,4,5727,1203,2366,-3882,2094,86620
