,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Rok,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przepływy pieniężne z działalności operacyjnej,4059,2661,7096,6261,-5222,4339,13281,8950,8703,3867,12334,12450,17017,11870,5091,8809,12318
Przepływy pieniężne z działalności inwestycyjnej,-12243,1419,-1095,-29697,-6353,-2368,-1818,-3849,-3815,-5047,-8416,-11479,-13306,154,-9000,-19878,-3667
Przepływy pieniężne z działalności finansowej,28019,-5317,-1999,12284,11163,-1850,199,-2179,-4197,4029,375,10166,-14587,4953,-10195,-3713,-8460
Przepływy pieniężne razem,19835,-1237,4002,-11152,-412,121,11662,2922,691,2849,4293,11137,-10876,16977,-14104,-14782,191
