,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Rok,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przepływy pieniężne z działalności operacyjnej,1783,-7610,8751,2265,3593,3588,14621,-2264,7780,7219,13480,7715,14037,16062,12133,13498,22236,52965
Przepływy pieniężne z działalności inwestycyjnej,-3945,-23783,-18205,-6721,-5531,-5462,-1937,-78,-3167,-907,-6562,-3859,-15843,-27945,-13982,-6540,-22753,-6327
Przepływy pieniężne z działalności finansowej,2298,31746,10243,4151,1367,2451,-12754,2757,-4365,-6845,-7000,-3317,710,12247,1534,18794,-17813,-25469
Przepływy pieniężne razem,136,353,789,-305,-571,577,-70,415,248,-533,-82,539,-1096,364,-315,25752,-18330,21169
