,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przepływy pieniężne z działalności operacyjnej,4763,1585,1960,7032,5837,12653,11210,10401,-1385,8012,7334,3449,14105,4109,820,6634,6186,2197,5782,8024
Przepływy pieniężne z działalności inwestycyjnej,-1715,610,-141,-18420,-6940,-4533,-2513,-2040,-9715,-886,-1091,-1161,-1584,-3425,-749,-1632,3092,-2768,-1247,-976
Przepływy pieniężne z działalności finansowej,-3045,-4272,-31,11394,3996,-2802,-7101,-6921,1855,-3123,-7389,-4603,6151,-5079,-2517,-3035,-6883,-3426,-4216,-6906
Przepływy pieniężne razem,3,-2077,1788,6,2893,5318,1596,1440,-9245,4003,-1146,-2315,18672,-4395,-2446,1967,2395,-3997,319,142
