,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,43075,27051,35596,92646,156851,174764,160258,162943,99621,105059,100934,102814,107553,112074,104233,99715,90759,93760,100361,99814
Zysk ze sprzedaży,6782,264,3480,8698,16451,7929,8876,9963,7450,10734,9787,11119,7014,6711,3229,3225,1137,1091,2541,189
Zysk operacyjny (EBIT),6275,641,3613,13110,12846,8533,12159,8744,7372,9741,10846,11557,7158,7398,2738,3047,2487,624,2873,-3638
Zysk z działalności gospodarczej,5970,615,3625,13379,11184,7816,11353,8144,6711,8975,11068,11868,8241,7612,2609,2259,1849,2769,1254,-5217
Zysk przed opodatkowaniem,5970,615,3625,13379,11184,7816,11353,8144,6711,8975,11068,11868,8241,7612,2609,2259,1849,2769,1254,-5217
Zysk netto,5731,445,2867,10958,7594,4633,6606,418,7252,4835,5915,6330,3731,2881,-416,-519,1252,873,-1018,-6784
Zysk netto akcjonariuszy jednostki dominującej,5731,445,2867,10047,6280,4592,6687,584,7546,4819,5998,6251,3284,2266,-536,-491,1084,682,-1228,-6856
