,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Rok,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,92994,111717,114490,120613,108652,125354,127593,130284,141303,152227,184674,183762,192288,186302,195555,230160,261093
Zysk ze sprzedaży,4279,3261,4581,749,-4911,1948,6427,5489,5413,5492,10295,10254,8994,3928,442,6515,15920
Zysk operacyjny (EBIT),4951,3821,4568,689,-4588,3102,7082,5840,6289,6151,10876,11162,8688,6456,228,6141,17577
Zysk z działalności gospodarczej,5683,3313,4956,1486,-5713,2430,6512,5693,6221,5582,11184,11035,8694,5590,257,5522,18313
Zysk przed opodatkowaniem,5683,3313,4956,1486,-5713,2430,6512,5693,6221,5582,11184,11035,8694,5590,257,5522,18313
Zysk netto,4599,2675,3979,1240,-4663,2068,5274,4589,5021,4485,9007,8891,7010,4560,222,4460,14938
Zysk netto akcjonariuszy jednostki dominującej,4599,2675,3979,1240,-4663,2068,5274,4589,5021,4485,9007,8891,7010,4560,222,4460,14938
