,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,178846,176591,188346,117910,92569,88287,93910,101517,128112,119549,116496,141553,185675,224273,239941,231981,204079,220826,254952,222218
Zysk ze sprzedaży,14921,10299,10418,-208,-4868,-6318,2281,9331,3696,1843,4697,8094,22124,25679,30314,35490,8461,-7855,24671,11845
Zysk operacyjny (EBIT),14325,10973,11081,1269,-4263,-6231,2418,11833,4884,2428,5236,8607,23584,21853,29922,35255,10678,-5692,23553,12170
Zysk z działalności gospodarczej,10865,8317,9094,80660,-2053,-9790,1356,10984,2882,1222,4477,7143,22675,25055,30419,32536,10196,-3727,17272,7627
Zysk przed opodatkowaniem,10865,8317,9094,80660,-2053,-9790,1356,10984,2882,1222,4477,7143,22675,25055,30419,32536,10196,-3727,17272,7627
Zysk netto,8487,7370,7651,62609,-1878,-9440,1330,9022,2026,611,3372,5342,17898,13191,23414,24782,6206,-3405,10843,3668
Zysk netto akcjonariuszy jednostki dominującej,8288,7349,7620,62396,-1825,-9442,1511,8594,1895,654,3373,5288,17600,13364,23091,24091,6270,-2397,10595,3999
