,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,30680458,41188267,52867189,63792983,79535205,67927990,83547432,106973074,120101550,113853000,106832000,88336000,79553000,95364000,109706000,111203000,86180000,131341000,277564000,372767000
Zysk ze sprzedaży,3104170,3678796,3183293,2853718,747705,1072307,3220664,3446709,2612268,473000,390000,5021000,5779000,7734000,6059000,5741000,-7000,9430000,37725000,39166000
Zysk operacyjny (EBIT),2686529,4947620,2576607,2603882,-1603322,1097076,3122649,2066472,2024371,333000,-4711000,4340000,7532000,8657000,7103000,5365000,3974000,13870000,41093000,28056000
Zysk z działalności gospodarczej,3138445,5273070,2729347,3011065,-2915403,1440652,3070167,2791741,2624443,178000,-6246000,3698000,6887000,8717000,6999000,5352000,2922000,13683000,40593000,30314000
Zysk przed opodatkowaniem,3138445,5273070,2729347,3011065,-2915403,1440652,3070167,2791741,2624443,178000,-6246000,3698000,6887000,8717000,6999000,5352000,2922000,13683000,40593000,30314000
Zysk netto,2537596,4637776,2060198,2480426,-2526626,1300167,2455467,2015003,2169990,90000,-5828000,3233000,5740000,7173000,5511000,4298000,2825000,11188000,33630000,20727000
Zysk netto akcjonariuszy jednostki dominującej,2482227,4578456,1985966,2412409,-2505242,1308521,2371358,2363397,2344594,176000,-5811000,2837000,5261000,6655000,5511000,4300000,2755000,11122000,33488000,20680000
