,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,1645419,1667836,1671363,1824229,2403621,1486608,2022636,2765561,2981216,2464359,2412443,2741689,2416984,2599577,2421347,2432318,2427966,3219916,5349679,2969508
Zysk ze sprzedaży,118086,60724,-42778,149470,180369,-351321,31031,280998,88551,10025,74765,206322,122880,190869,16467,47211,36260,168144,90682,-284115
Zysk operacyjny (EBIT),99322,47148,-260225,187575,164019,-409403,5431,257711,127848,56266,80796,209162,99300,128371,8238,48254,59117,161294,-141523,-352205
Zysk z działalności gospodarczej,105268,69307,-248910,208358,41248,-406628,5178,244797,121711,59359,74608,203282,96592,126649,-41064,54966,147516,146336,-161213,-1140721
Zysk przed opodatkowaniem,105268,68743,-248489,208358,41248,-406628,5178,244797,121711,59359,74608,203282,96592,126649,-41064,54966,147516,146336,-161213,-1140721
Zysk netto,87978,76684,-270945,204502,28649,-423703,26302,312629,101932,49684,61211,164789,69709,88508,-33619,43537,123649,113064,-135394,-1069844
Zysk netto akcjonariuszy jednostki dominującej,87978,76684,-270945,203964,28746,-422873,27434,312629,104175,49684,63544,165951,87874,108976,-29466,49196,116477,113058,-135397,-1069843
