,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Rok,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,313786,378779,386715,448282,494401,541951,648159,732843,760418,877782,1024937,1194456,1613780,1911104
Zysk ze sprzedaży,16503,7857,20379,15187,24105,26971,19797,35398,44585,51698,126017,134913,169160,149235
Zysk operacyjny (EBIT),19004,9615,21248,17319,21610,32210,19696,36572,44875,51711,127613,133131,132416,165817
Zysk z działalności gospodarczej,15030,4684,14099,11900,14968,25021,12588,28829,31781,35027,112022,118452,110170,136067
Zysk przed opodatkowaniem,15030,4684,14099,11900,14968,25021,12588,28829,31781,35027,112022,118452,110170,136067
Zysk netto,18658,3855,10804,9315,11678,20024,9866,23447,25697,28291,91314,95620,101889,132874
Zysk netto akcjonariuszy jednostki dominującej,18658,3855,10804,9315,11678,20024,9866,23447,25697,28291,91314,95620,101889,132874
