,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Rok,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,91676,151629,234172,162738,121372,111205,131783,145552,175185,213696,231773,247441,246295,282201,209408,231600,287730,309628
Zysk ze sprzedaży,16413,14463,18536,-28232,5714,-2220,9160,14931,28769,29684,22316,22521,22637,15395,-6322,11617,20512,23208
Zysk operacyjny (EBIT),15163,15150,10031,-80818,1549,-4945,8395,16018,29700,31286,21581,21177,20845,13251,-28129,17625,28134,19282
Zysk z działalności gospodarczej,13860,20128,-26851,-114896,10843,-7618,8198,17015,32261,30785,38638,26964,36630,14201,-30797,19584,67175,22655
Zysk przed opodatkowaniem,13860,20128,-26851,-114896,84103,-7618,8198,17015,32261,30785,38638,26964,36630,14201,-30797,19584,67175,22655
Zysk netto,11145,15925,-29866,-114572,84103,-4986,8233,17017,30359,46307,35815,21728,17365,11761,-30439,18480,57443,18373
Zysk netto akcjonariuszy jednostki dominującej,11145,15925,-29866,-114572,84103,-4986,8233,17017,30359,46307,35815,21728,17365,12318,-30635,18285,57443,18373
