,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Rok,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,913991,820917,1056888,1101188,1092943,1048749,1107194,1285892,1489803,1491911,1475850,2203306,3142712,2388191
Zysk ze sprzedaży,11052,44193,70472,75034,76967,98470,164828,191051,259485,163310,128061,433498,783776,286338
Zysk operacyjny (EBIT),35080,69179,73869,77223,81022,101294,234296,201143,263110,173630,179672,482873,832233,342874
Zysk z działalności gospodarczej,22827,46554,266447,65823,75760,91277,222479,184054,234117,136315,152981,466821,813716,313653
Zysk przed opodatkowaniem,22827,46554,266447,65823,75760,91277,222479,184054,234117,136315,152981,466821,813716,313653
Zysk netto,17147,52219,266366,58284,71211,84760,202726,182362,226788,93293,117405,417322,675085,267879
Zysk netto akcjonariuszy jednostki dominującej,17153,52218,266361,58280,71206,84752,202715,182346,226771,93265,117390,417304,675056,267840
