,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Rok,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Przychody ze sprzedaży,173577,200878,228715,233592,229217,223593,199290,202874,312499,236458,223545,232565,260332,274756
Zysk ze sprzedaży,24397,16327,8833,15900,14729,16394,4885,-1695,-8996,-6709,5195,12872,-2275,7389
Zysk operacyjny (EBIT),26481,21373,9091,16282,16970,14453,4873,-1191,-8162,-1351,7557,12313,146,8808
Zysk z działalności gospodarczej,23183,14697,-1505,8797,11886,10931,269,-6196,-11190,-6253,108,9297,-10238,928
Zysk przed opodatkowaniem,23183,14697,-1505,8797,11886,10931,269,-6196,-11190,-6253,108,9297,-10238,928
Zysk netto,18231,13440,58,8255,10377,29296,-1405,-5033,-10332,-8703,393,7872,-10083,437
Zysk netto akcjonariuszy jednostki dominującej,18231,13440,-524,8255,10377,29296,-1405,-5033,-10332,-8703,393,7872,-10083,437
