,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Rok,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,40800,39883,46571,47767,41973,39811,81123,83619,74349,67235,65038,63067,53509,33297,29797,27616,46171,29466,27734,31415
Zysk ze sprzedaży,2598,-100,1411,2540,-7215,-4880,-1985,-1,-4552,-2428,-1153,-3971,-1299,366,-767,-1454,6587,-2511,-760,959
Zysk operacyjny (EBIT),10167,-1077,1910,8266,-11414,-9626,-2050,-9325,-22761,-2904,-2419,-15450,-1690,406,-558,-2461,7026,-617,794,1758
Zysk z działalności gospodarczej,8427,-1336,1602,7758,-24573,-9115,-560,-9340,-28411,-2702,-4983,-15126,-1248,893,542,-2847,9624,4801,-174,5873
Zysk przed opodatkowaniem,8427,-1336,1602,7758,-24573,-9115,-560,-9340,-28411,-2702,-4983,-15126,-1248,893,542,-2847,9624,4801,-174,5873
Zysk netto,8424,-483,1445,7208,-21352,-10632,-1120,-7812,-25815,-2498,-5199,-13877,-1663,735,359,-2804,8357,4338,176,5699
Zysk netto akcjonariuszy jednostki dominującej,8424,-483,1445,7208,-21352,-9641,-1276,-7188,-23012,-976,-4106,-11986,-1600,735,357,-2804,8357,4338,176,5699
