,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Rok,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,78141,79144,133491,181949,335646,345678,484930,547668,521343,441293,494818,644094,606557,737674,501955,548748
Zysk ze sprzedaży,2053,15933,40021,81871,87043,-37810,-19248,87112,-75746,-107304,-116419,-136030,-93509,-121455,-129136,-105918
Zysk operacyjny (EBIT),5337,19174,47387,70316,76721,113405,160584,228437,192206,100282,135360,57805,189232,347370,73422,-52686
Zysk z działalności gospodarczej,39004,5031,37428,59480,57746,78836,-163849,171582,89809,61922,106467,30625,120975,324085,-2505,-82950
Zysk przed opodatkowaniem,39004,5031,37428,59480,57746,78836,-163849,171582,89809,61922,106467,30625,120975,324085,-2505,-82950
Zysk netto,39567,4586,43789,59244,58009,77755,-165989,54775,91268,61932,103869,27792,119160,319563,-4934,-82753
Zysk netto akcjonariuszy jednostki dominującej,39567,4586,42606,60286,58118,78622,-165989,57900,91502,61020,104132,28414,119472,322819,-4213,-81927
