,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Rok,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Przychody ze sprzedaży,1217484,1294672,1352156,1214638,1901784,5338029,7098735,9821023,9898476,10024405,8955690,9617495,9998967,11307915,10524527,15901259,24657853,13545094
Zysk ze sprzedaży,84889,93320,85377,-1359,123534,722936,418406,230173,345789,894334,558825,728439,121573,685047,453333,1192003,1791020,-2248813
Zysk operacyjny (EBIT),46199,83797,89135,-14353,422206,581327,371732,702625,302230,830011,486062,597214,80991,612824,555759,876505,865649,-3600222
Zysk z działalności gospodarczej,47558,85855,87900,-7129,417007,563556,384350,732522,303539,839082,491116,576405,40400,558459,506149,733885,688686,-3583264
Zysk przed opodatkowaniem,47558,85855,87900,-7129,417007,563556,384350,732522,303539,839082,491116,576405,40400,558459,506149,733885,688686,-3583264
Zysk netto,27898,63826,74657,-3740,400758,498941,315301,713525,265055,691848,375152,488826,7650,407673,355410,633687,583820,-3290464
Zysk netto akcjonariuszy jednostki dominującej,27779,63544,72545,-4249,390953,461527,294376,679593,231350,609499,343339,456663,9759,372856,311617,581813,620122,-2822147
